#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-06-10T13:35:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
#
#
#Coosys J2000: eq_FK5 J2000
#INFO votable-version=1.99+ (14-Oct-2013)
#INFO -ref=VIZ557839d90f70
#INFO -out.max=unlimited
#INFO queryParameters=18
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/A+A/575/A120&tab:{J/A+A/575/A120/table3}&key:source=J/A+A/575/A120&HTTPPRM:&&-ref=VIZ557839d90f70&-file=.&-oc.form=sexa&-c.r=  2&-c.geom=r&-order=I&-out.form=verb&-out=DANCe&-out=RAJ2000&-out=DEJ2000&-out=gmag&-out=e_gmag&-out=rmag&-out=e_rmag&-out=Pmemb&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&-c.eq=J2000&-c.u=arcmin&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/575/A120/table3
#-order=I
#-out=DANCe
#-out=RAJ2000
#-out=DEJ2000
#-out=gmag
#-out=e_gmag
#-out=rmag
#-out=e_rmag
#-out=Pmemb
#Pmemb=!=
#

#RESOURCE=yCat_35750120
#Name: J/A+A/575/A120
#Title: Messier 35 (NGC 2168) DANCe (Bouy+, 2015)
#Table J_A_A_575_A120_table3:
#Name: J/A+A/575/A120/table3
#Title: Position, proper motion and multi-wavelength grizJHK photometry for 338892 sources within 1degree of Messier 35 center
#---Details of Columns:
    DANCe         (A17)   DANCe designation (JHHMMSSss+DDMMSSs) [ucd=meta.id;meta.main]
    RAJ2000 (deg) (F10.6) Right ascension (J2000) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F10.6) Declination (J2000) [ucd=pos.eq.dec;meta.main]
    gmag (mag)    (F7.4)  ? SDSS g magnitude [ucd=phot.mag;em.opt.B]
    e_gmag (mag)  (F7.4)  ? rms uncertainty on gmag [ucd=stat.error;phot.mag;em.opt.B]
    rmag (mag)    (F7.4)  ? SDSS r magnitude [ucd=phot.mag;em.opt.R]
    e_rmag (mag)  (F7.4)  ? rms uncertainty on rmag [ucd=stat.error;phot.mag;em.opt.R]
    Pmemb (mag)   (F9.6)  ? Membership probability [ucd=meta.code.member]
----------------- ---------- ---------- ------- ------- ------- ------- ---------
                  RAJ        DEJ        gma     e_gma   rma     e_rma   Pm
DANCe             2000 (deg) 2000 (deg) g (mag) g (mag) g (mag) g (mag) emb (mag)
----------------- ---------- ---------- ------- ------- ------- ------- ---------
J06085357+2413480 092.223201 +24.230009 17.8179  0.0500 16.8663  0.0501  0.999766
J06093107+2429301 092.379447 +24.491700                 19.5205  0.0502  0.999506
J06085303+2428446 092.220972 +24.479044                 22.0626  0.0553  0.999257
J06092114+2415101 092.338095 +24.252803                 22.3271  0.0626  0.999238
J06083054+2428574 092.127236 +24.482612                 21.4697  0.0515  0.998726
J06080518+2422418 092.021572 +24.378272                 21.2517  0.0510  0.998422
J06093832+2423233 092.409685 +24.389803                 21.6090  0.0547  0.998254
J06084624+2415135 092.192652 +24.253758 23.6150  0.0982 22.1260  0.0529  0.998218
J06090455+2423360 092.268972 +24.393330                 23.0049  0.0660  0.998013
J06081748+2422001 092.072850 +24.366681                 21.7773  0.0521  0.997804
J06084216+2414467 092.175678 +24.246311 23.3111  0.0615 21.6135  0.0519  0.997632
J06080346+2414376 092.014404 +24.243766                 21.2746  0.0528  0.997457
J06095235+2402211 092.468134 +24.039182 22.7941  0.0612 20.9944  0.0510  0.997343
J06080314+2429113 092.013091 +24.486465                 21.6597  0.0517  0.997088
J06091504+2414050 092.312672 +24.234728 22.7244  0.0599 21.1739  0.0508  0.996855
J06084069+2439225 092.169554 +24.656245                 16.4592  0.0324  0.996563
J06082274+2421482 092.094740 +24.363397                 22.3593  0.0562  0.995580
J06091900+2419211 092.329177 +24.322541 23.3803  0.0642 21.5699  0.0789  0.995323
J06093312+2432533 092.387981 +24.548133                 21.2854  0.0645  0.995164
J06084312+2418510 092.179687 +24.314161 21.7332  0.0546 20.1931  0.0549  0.995137
J06091984+2420255 092.332650 +24.340429 23.0235  0.0679 21.3220  0.0530  0.994914
J06102471+2411380 092.602948 +24.193882                 21.9662  0.0525  0.994911
J06084071+2423399 092.169614 +24.394408                 22.0487  0.0603  0.994674
J06073946+2424324 091.914437 +24.409010                 21.5025  0.0547  0.993451
J06093763+2426538 092.406808 +24.448284                 21.3096  0.0514  0.993188
J06080760+2402508 092.031655 +24.047445 23.0207  0.0587 21.4536  0.0514  0.993016
J06093176+2427325 092.382335 +24.459032                 19.6682  0.0501  0.992795
J06102319+2408152 092.596637 +24.137549                 22.9387  0.0667  0.992629
J06090662+2422495 092.277591 +24.380426                 20.0485  0.0503  0.992586
J06084526+2415306 092.188601 +24.258505 23.0827  0.0592 21.4228  0.0826  0.992480
J06092594+2423254 092.358080 +24.390386                 22.4574  0.0562  0.992327
J06100432+2411180 092.517982 +24.188340                 21.7506  0.0536  0.992010
J06075975+2436070 091.998955 +24.601931                 20.1423  0.0525  0.991535
J06093834+2423469 092.409760 +24.396369 22.0119  0.2672 20.9605  0.0507  0.990521
J06091978+2414555 092.332411 +24.248742 23.4545  0.0743 21.7401  0.0570  0.990075
J06082761+2418109 092.115026 +24.303020                 21.5978  0.0524  0.989712
J06083984+2412356 092.166001 +24.209897 23.9185  0.1686 22.3356  0.0594  0.989502
J06093439+2423453 092.393298 +24.395910                 21.6707  0.0530  0.989217
J06080818+2409214 092.034093 +24.155940                 21.2975  0.0562  0.988265
J06090890+2413062 092.287077 +24.218384 22.4159  0.0537 20.8924  0.0512  0.988248
J06092843+2415074 092.368448 +24.252056 18.9980  0.0501 17.7294  0.0500  0.987860
J06102632+2417297 092.609672 +24.291580                 21.8349  0.0532  0.987458
J06081240+2421318 092.051662 +24.358835                 21.3658  0.0513  0.987307
J06085086+2421453 092.211903 +24.362580 23.2461  0.0736 21.7522  0.0559  0.987259
J06083004+2439586 092.125160 +24.666272                 18.7214  0.0314  0.986827
J06080863+2418528 092.035969 +24.314655                 22.2469  0.0562  0.986362
J06082672+2412264 092.111321 +24.207324                 21.3198  0.0513  0.986315
J06081327+2413047 092.055305 +24.217983                 21.2615  0.0523  0.985480
J06084138+2413132 092.172414 +24.220343 20.9508  0.0506 19.3768  0.0501  0.984629
J06085206+2419596 092.216926 +24.333221 23.5031  0.0824 21.7589  0.0623  0.984626
J06083332+2415048 092.138821 +24.251321 21.8035  0.0517 20.2357  0.0504  0.984591
J06103669+2404268 092.652861 +24.074114                 22.2207  0.0579  0.984442
J06095453+2418197 092.477220 +24.305477 17.0458  0.0500 16.0260  0.0500  0.984398
J06083602+2425522 092.150067 +24.431168                 21.6824  0.0543  0.984313
J06085390+2424149 092.224588 +24.404137                 21.3603  0.0513  0.984156
J06090881+2435349 092.286713 +24.593033                 21.8136  0.0776  0.984127
J06101731+2418035 092.572143 +24.300964 20.8063  0.0411 19.1703  0.0501  0.984049
J06090304+2410366 092.262658 +24.176842 22.6210  0.0594 21.1524  0.0515  0.984032
J06084890+2423193 092.203761 +24.388705                 21.4735  0.0611  0.983898
J06072962+2426158 091.873437 +24.437709                 21.4230  0.0513  0.983782
J06094414+2409192 092.433901 +24.155327                 22.9467  0.0653  0.983669
J06080053+2421154 092.002194 +24.354268                 23.1056  0.0712  0.983510
J06074470+2429541 091.936241 +24.498355                 20.9753  0.0512  0.983439
J06093465+2427069 092.394380 +24.451927                 18.7762  0.0501  0.983380
J06084228+2423222 092.176160 +24.389499                 21.7993  0.0554  0.983322
J06095195+2349578 092.466441 +23.832722 22.5849  0.0538 21.0185  0.0510  0.983287
J06085645+2418203 092.235208 +24.305643 21.7515  0.0519 20.1060  0.0504  0.983222
J06080621+2422021 092.025895 +24.367249                 22.9363  0.0613  0.982640
J06094547+2423063 092.439461 +24.385086                 21.0527  0.0522  0.982135
J06084027+2414332 092.167812 +24.242568 23.8897  0.1499 22.5162  0.0582  0.981981
J06085232+2434564 092.217995 +24.582344                 18.5948  0.0304  0.981506
J06085640+2429507 092.235018 +24.497420                 21.0459  0.0509  0.981497
J06093130+2400076 092.380421 +24.002101 20.5824  0.0502 19.1226  0.0501  0.981339
J06090479+2417588 092.269942 +24.299670 22.3757  0.1014 21.7156  0.0568  0.981285
J06084401+2428583 092.183357 +24.482850                 21.0146  0.0508  0.981158
J06093838+2413304 092.409899 +24.225125 21.2798  0.0508 19.6359  0.0501  0.981048
J06092212+2411266 092.342184 +24.190732 19.8010  0.0514 23.0907  0.0664  0.980869
J06094825+2428385 092.451034 +24.477349                 19.1110  0.0502  0.980860
J06090748+2408336 092.281161 +24.142679 20.2124  0.0501 18.6805  0.0501  0.980841
J06083753+2418479 092.156371 +24.313319 23.7686  0.1049 22.2258  0.0645  0.980594
J06093591+2421226 092.399622 +24.356274 22.6859  0.0660 21.0117  0.0515  0.980138
J06092185+2423379 092.341061 +24.393865                 19.4875  0.0501  0.980106
J06094432+2428450 092.434659 +24.479172                 20.8911  0.0507  0.979900
J06081045+2413482 092.043528 +24.230050 20.8750  0.0471 19.2941  0.0501  0.979898
J06072683+2418335 091.861773 +24.309293 22.6375  0.0553 21.0666  0.0510  0.979694
J06084387+2407361 092.182803 +24.126699                 23.3847  0.0864  0.979417
J06091567+2413205 092.315297 +24.222366 22.4428  0.0554 20.7975  0.0505  0.979308
J06083110+2423410 092.129575 +24.394718                 18.0936  0.0500  0.979300
J06075554+2411023 091.981419 +24.183980 22.9599  0.0577 21.2949  0.0515  0.978909
J06084626+2420527 092.192763 +24.347961 20.9008  0.0504 19.3336  0.0501  0.978762
J06083205+2418033 092.133531 +24.300925 23.8643  0.0983 22.3406  0.0553  0.978596
J06090525+2420172 092.271855 +24.338104 22.5133  0.0732 21.1515  0.0519  0.978397
J06105001+2401364 092.708370 +24.026783 17.7434  0.0303 16.6674  0.0300  0.978369
J06075175+2406509 091.965636 +24.114140                 20.7245  0.0505  0.978171
J06083016+2359536 092.125683 +23.998235 20.6214  0.0507 19.1457  0.0501  0.978053
J06094669+2426212 092.444534 +24.439232 21.3743  0.0535 19.5912  0.0502  0.977935
J06090167+2415183 092.256958 +24.255071 22.9259  0.0601 21.2666  0.0549  0.977921
J06074849+2426324 091.952029 +24.442339                 20.9118  0.0506  0.977857
J06073014+2427443 091.875563 +24.462298                 22.4110  0.0562  0.977749
J06081420+2401418 092.059185 +24.028276 22.3203  0.0734 20.9020  0.0510  0.977558
J06092674+2426484 092.361420 +24.446768                 21.0136  0.0554  0.977402
J06073336+2418327 091.889012 +24.309096 22.7664  0.0663 21.2595  0.0523  0.977237
J06084496+2423353 092.187315 +24.393130                 18.5834  0.0501  0.977175
J06082863+2416061 092.119299 +24.268363 20.6740  0.0422 19.0617  0.0505  0.977143
J06083910+2430596 092.162928 +24.516554                 19.3455  0.0335  0.977024
J06095475+2420468 092.478116 +24.346326 20.8244  0.0504 19.2873  0.0501  0.976858
J06085302+2411482 092.220929 +24.196712 22.4309  0.0740 21.1849  0.0525  0.976772
J06091106+2426078 092.296085 +24.435491                 20.1976  0.0503  0.976663
J06101528+2405169 092.563665 +24.088035                 21.0660  0.0509  0.976648
J06095111+2427504 092.462975 +24.463989                 21.2085  0.0519  0.976419
J06082327+2418215 092.096940 +24.305977                 20.0921  0.0503  0.976295
J06084021+2418154 092.167533 +24.304289 23.0854  0.0588 21.4442  0.0539  0.976190
J06093340+2428075 092.389179 +24.468755                 21.9925  0.0555  0.975978
J06093543+2422368 092.397613 +24.376877                 21.0492  0.0509  0.975900
J06100283+2421401 092.511809 +24.361147                 21.9905  0.0547  0.975855
J06082617+2427426 092.109036 +24.461847                 18.7152  0.0501  0.975757
J06084324+2433429 092.180163 +24.561929                 20.9001  0.0497  0.975527
J06084071+2419590 092.169614 +24.333053 20.8868  0.0503 19.2553  0.0501  0.975454
J06092827+2425338 092.367786 +24.426048                 19.7007  0.0503  0.975239
J06100732+2428110 092.530513 +24.469736                 21.8181  0.0602  0.975208
J06084261+2422479 092.177540 +24.379973                 23.2425  0.0722  0.974124
J06091483+2407599 092.311782 +24.133313 22.5458  0.0563 20.9557  0.0509  0.973809
J06091802+2416112 092.325092 +24.269779 21.9599  0.0525 20.3350  0.0628  0.973578
J06084739+2404449 092.197452 +24.079144 23.2010  0.0767 21.6127  0.0552  0.973479
J06090289+2419230 092.262053 +24.323067 20.9186  0.0509 19.4395  0.0501  0.973223
J06080442+2422368 092.018401 +24.376891                 19.1893  0.0501  0.973054
J06091505+2428534 092.312713 +24.481495                 22.2614  0.0607  0.972967
J06075094+2404448 091.962236 +24.079123 22.5412  0.0537 21.0160  0.0518  0.972878
J06090854+2402373 092.285594 +24.043701 22.7711  0.0573 21.1175  0.0510  0.972382
J06085210+2431567 092.217075 +24.532416                 21.0520  0.1025  0.972223
J06073382+2419096 091.890927 +24.319344 23.2752  0.0645 21.6504  0.0549  0.972221
J06085584+2420088 092.232647 +24.335783                 23.1593  0.0652  0.971989
J06080444+2426251 092.018495 +24.440315                 19.1446  0.0501  0.971927
